winner,loser,winner_score,loser_score,date,duration,clan_battle
1309,1497,11,-12,2021-07-02,06:51:00,
757,1680,13,-41,2019-05-22,01:24:00,183
645,276,21,-32,2019-04-20,04:48:00,
1578,277,30,-20,2021-01-26,05:36:00,
1350,1160,45,-11,2021-10-23,06:53:00,
941,921,23,-5,2021-02-14,00:44:00,200
664,265,20,-9,2019-05-11,07:42:00,
1501,120,14,-42,2019-05-23,05:21:00,175
533,1886,34,-19,2020-10-28,02:04:00,
176,1850,40,-11,2019-05-04,06:16:00,
880,1589,43,-9,2020-09-08,02:22:00,
1643,1740,41,-22,2020-09-29,00:49:00,
867,247,37,-21,2018-05-07,02:34:00,
607,668,41,-16,2018-02-12,03:51:00,
876,674,22,-28,2019-11-09,01:13:00,
479,1570,14,-16,2021-10-01,06:01:00,115
529,779,11,-15,2021-05-27,06:07:00,
948,570,16,-38,2018-04-09,04:08:00,
306,1919,21,-19,2021-08-02,07:27:00,197
915,120,36,-40,2020-05-08,03:41:00,
194,1074,45,-24,2018-03-16,00:24:00,
1771,1820,28,-39,2020-04-01,03:24:00,145
1401,239,29,-16,2018-01-31,04:09:00,
608,1108,31,-41,2018-01-08,06:18:00,
1714,575,37,-17,2020-12-16,05:24:00,
351,137,39,-30,2019-09-24,04:14:00,
1457,1965,31,-9,2019-11-08,04:49:00,
230,1215,38,-24,2020-05-06,02:22:00,
703,467,39,-9,2020-06-20,04:12:00,
980,1671,20,-30,2021-10-10,07:44:00,
407,883,40,-38,2020-10-31,02:40:00,
1650,217,34,-26,2018-05-02,04:20:00,
1726,1776,42,-19,2021-04-12,06:04:00,
1124,187,31,-16,2019-09-20,03:22:00,
1242,1414,24,-17,2020-08-10,00:22:00,181
1566,1235,11,-37,2020-02-07,05:44:00,
1357,1524,33,-36,2019-06-04,01:55:00,
891,1752,34,-43,2021-03-20,00:27:00,
1302,316,42,-40,2018-10-15,02:52:00,
825,1452,19,-25,2020-07-26,01:12:00,67
1876,1935,11,-11,2019-05-28,01:57:00,
699,752,27,-42,2019-04-30,05:50:00,1
1536,1810,38,-40,2018-06-26,05:19:00,
330,498,16,-44,2020-07-03,03:19:00,
1395,1299,20,-39,2018-06-21,01:57:00,
309,935,42,-29,2020-05-26,01:49:00,
726,1539,11,-45,2019-10-07,05:24:00,131
1339,1661,43,-22,2020-11-02,06:42:00,
383,504,15,-35,2020-09-22,07:07:00,
388,1172,14,-14,2019-05-01,04:26:00,
1612,725,32,-35,2020-01-29,06:44:00,146
1613,961,35,-45,2021-09-27,03:32:00,
1996,1254,24,-17,2021-09-06,01:25:00,
634,813,36,-20,2020-11-30,01:03:00,22
1846,935,18,-5,2018-07-06,04:52:00,
1763,1258,44,-38,2021-04-26,02:39:00,
1812,728,34,-9,2018-09-27,03:09:00,199
358,1294,20,-14,2018-11-07,01:20:00,
1901,172,24,-36,2019-10-22,07:28:00,
922,900,31,-39,2021-06-29,01:52:00,
157,365,44,-33,2018-01-05,03:39:00,
428,1488,32,-12,2021-09-29,06:22:00,
1759,1636,13,-44,2020-12-26,05:10:00,
739,1198,16,-6,2018-09-04,01:06:00,102
774,1137,25,-28,2021-04-29,00:28:00,139
1732,1548,25,-16,2019-07-03,03:40:00,
893,1914,30,-5,2018-07-04,03:16:00,38
762,827,37,-32,2020-06-15,07:58:00,
505,1429,35,-7,2018-02-05,04:09:00,
855,242,21,-14,2020-09-09,00:07:00,
1897,1912,23,-42,2018-02-07,00:09:00,
1508,165,10,-22,2020-10-21,01:00:00,
1276,671,44,-11,2021-02-12,00:17:00,172
279,106,27,-24,2019-03-24,04:18:00,
1767,1124,16,-31,2019-04-27,06:48:00,
1163,1915,37,-27,2020-11-09,06:34:00,105
1776,1803,27,-5,2019-05-20,07:05:00,
628,1514,12,-5,2020-11-17,07:13:00,
1916,1406,42,-11,2018-02-04,03:35:00,
1591,375,44,-16,2018-10-05,03:41:00,
852,967,14,-16,2021-08-02,05:59:00,
1406,341,23,-44,2018-11-23,06:32:00,15
1496,1126,45,-19,2018-04-27,00:39:00,
1182,1350,16,-34,2018-04-21,02:43:00,
1228,197,45,-17,2020-09-06,02:28:00,80
597,801,41,-30,2018-07-06,03:58:00,
1725,826,29,-13,2021-05-25,04:39:00,15
550,1154,34,-43,2018-07-30,07:50:00,80
543,1449,24,-15,2018-07-30,02:18:00,34
719,1446,31,-22,2020-08-03,03:41:00,
410,1751,39,-28,2020-01-26,01:44:00,
616,759,23,-30,2020-12-21,06:12:00,
581,1260,10,-8,2021-06-26,00:06:00,
211,738,44,-29,2018-04-11,00:11:00,
1641,932,26,-42,2018-10-24,02:43:00,200
1594,375,42,-28,2019-07-31,07:22:00,
112,1448,32,-15,2019-11-24,06:38:00,
1542,572,10,-24,2019-05-22,03:18:00,
1798,150,32,-21,2018-05-28,06:04:00,3
1191,597,38,-13,2021-08-23,06:03:00,
113,336,30,-11,2019-04-29,01:14:00,
1452,794,23,-38,2021-06-25,04:19:00,
906,468,44,-6,2021-02-12,06:18:00,
1362,495,16,-29,2019-11-07,04:09:00,60
1046,1677,22,-6,2019-02-09,01:44:00,
1027,1937,25,-5,2020-04-10,03:14:00,
1932,579,25,-23,2018-06-29,03:03:00,
329,933,31,-33,2018-02-02,00:32:00,
1360,1553,21,-31,2019-10-01,01:59:00,
1789,832,15,-14,2020-05-13,01:33:00,
492,827,14,-24,2021-09-23,06:23:00,
1944,411,28,-21,2019-06-27,06:33:00,
967,1907,22,-5,2020-03-04,02:43:00,
1486,1456,20,-19,2021-03-05,04:00:00,
663,395,29,-38,2021-07-19,02:08:00,
1766,1521,36,-30,2019-03-12,03:58:00,
1632,498,44,-9,2019-04-20,06:40:00,
674,745,21,-11,2018-01-07,06:25:00,
371,1136,34,-19,2020-03-29,01:20:00,
725,328,13,-28,2021-02-08,06:07:00,
1325,1965,33,-9,2020-11-22,02:42:00,168
142,1968,38,-23,2021-09-24,07:25:00,
1368,1793,12,-38,2020-11-22,01:07:00,
121,1657,45,-44,2018-05-14,03:13:00,
1195,1182,39,-8,2020-01-29,02:45:00,
305,423,23,-17,2018-05-24,03:14:00,
1424,1282,39,-25,2019-10-01,04:17:00,112
1653,108,34,-20,2021-02-14,02:34:00,56
473,1333,27,-28,2019-07-18,02:13:00,26
1527,1594,15,-9,2020-04-03,06:30:00,
613,193,20,-15,2021-10-21,00:43:00,
987,1589,30,-15,2018-11-18,05:40:00,
256,555,22,-14,2021-09-02,02:14:00,
1744,1944,11,-41,2019-05-12,05:32:00,
1946,325,12,-12,2020-01-13,00:29:00,
676,489,34,-5,2021-04-11,07:42:00,
697,1882,29,-31,2019-02-13,07:00:00,
754,885,45,-33,2020-04-07,02:15:00,
1264,429,14,-17,2020-08-15,03:32:00,
1939,563,43,-21,2018-05-05,01:18:00,
1245,1046,21,-9,2018-09-03,00:33:00,
190,1638,10,-31,2020-11-05,01:40:00,
293,565,20,-35,2018-09-10,04:49:00,
373,1150,16,-40,2020-10-09,05:51:00,
447,842,34,-22,2021-10-30,07:16:00,
702,945,24,-32,2019-08-12,02:29:00,13
1662,1837,13,-41,2020-12-10,04:57:00,
1358,1288,23,-39,2018-04-11,04:59:00,
1380,1435,38,-24,2019-01-18,07:08:00,
1620,1096,35,-16,2020-09-05,04:31:00,
308,1369,40,-40,2020-06-11,01:02:00,
978,1531,37,-38,2019-10-19,00:40:00,
803,1731,24,-9,2021-05-08,04:56:00,
1663,273,15,-30,2018-12-24,07:11:00,
1856,1567,30,-33,2019-10-27,01:15:00,
101,283,15,-8,2021-07-28,05:57:00,
1963,147,11,-20,2018-01-24,03:18:00,
744,730,23,-7,2020-10-16,03:23:00,
1283,1838,38,-36,2018-07-28,00:43:00,
389,1930,25,-10,2021-03-18,04:21:00,
1067,1050,12,-18,2018-04-19,07:00:00,
1298,257,22,-11,2020-11-30,03:20:00,175
1918,465,29,-37,2018-11-01,07:25:00,
1060,1262,45,-11,2019-07-19,05:07:00,46
374,343,30,-12,2020-05-05,03:25:00,
1609,1630,16,-17,2018-01-05,02:04:00,
1469,1481,13,-25,2020-08-08,07:23:00,
1101,267,40,-36,2018-05-05,00:22:00,
1305,1609,10,-14,2018-10-22,02:01:00,
388,1037,28,-43,2020-07-16,00:54:00,
1946,1467,44,-14,2021-07-04,04:20:00,
1600,1503,29,-32,2020-02-17,05:05:00,
1244,1977,16,-19,2019-04-08,01:34:00,2
1036,1512,15,-28,2019-08-30,03:36:00,67
376,1731,35,-28,2018-03-12,00:04:00,
1427,288,44,-12,2020-11-11,03:25:00,
1960,1253,25,-27,2020-09-27,00:23:00,84
1154,431,35,-21,2018-06-28,02:20:00,
1661,1510,41,-10,2021-03-30,02:25:00,
214,719,21,-12,2019-11-01,02:09:00,
262,1922,38,-21,2019-04-03,00:58:00,
1339,1642,20,-11,2021-02-01,05:58:00,
711,685,12,-19,2018-06-28,05:01:00,
1431,1758,31,-45,2019-09-30,00:54:00,
885,465,31,-30,2018-01-24,04:57:00,
1709,1159,29,-29,2020-12-05,06:13:00,
218,1276,18,-24,2018-03-07,04:29:00,
1641,1259,25,-28,2020-12-02,02:03:00,
621,1972,38,-16,2019-11-07,07:40:00,
1976,1690,20,-29,2021-01-30,05:36:00,108
1945,1261,30,-27,2020-10-18,02:03:00,1
171,751,42,-8,2019-09-29,04:48:00,75
207,1527,31,-10,2018-02-15,06:31:00,
887,1902,17,-23,2020-09-14,00:08:00,
873,823,15,-16,2020-05-10,06:22:00,115
1385,354,25,-16,2019-11-17,04:33:00,140
1897,603,19,-29,2020-12-09,02:15:00,
1311,344,33,-41,2020-05-11,07:18:00,
711,1802,41,-44,2018-12-11,01:26:00,176
917,263,43,-43,2021-11-06,03:42:00,
388,1583,10,-41,2020-07-06,02:07:00,
198,144,11,-9,2020-02-18,00:36:00,144
232,1467,43,-36,2019-01-12,05:05:00,
1928,825,39,-20,2021-01-06,07:16:00,
220,1671,38,-15,2019-05-13,02:12:00,
1462,478,22,-34,2020-05-07,02:38:00,5
745,771,14,-23,2020-10-06,03:50:00,
127,233,27,-33,2018-03-23,05:14:00,
1164,308,32,-34,2019-01-31,06:23:00,
1203,115,25,-28,2019-05-22,05:26:00,
281,1635,35,-9,2020-10-07,05:55:00,
573,1823,23,-16,2021-06-05,00:29:00,
907,838,29,-20,2018-12-28,06:34:00,
912,763,19,-21,2019-08-11,05:16:00,
766,1850,43,-45,2018-01-17,04:36:00,
1720,672,36,-41,2019-10-12,06:27:00,
514,1183,12,-32,2018-09-22,01:51:00,
350,778,15,-16,2021-04-01,01:54:00,
597,1063,29,-6,2019-07-07,04:24:00,
1074,1904,36,-35,2018-10-15,05:51:00,
1226,1772,35,-27,2018-06-03,03:59:00,
754,184,31,-41,2019-10-07,00:17:00,
102,1754,25,-19,2021-05-15,04:01:00,
408,1255,29,-11,2019-04-10,02:38:00,68
1559,778,41,-20,2018-03-16,00:56:00,
785,369,37,-39,2020-04-28,07:23:00,99
1625,725,35,-28,2018-04-20,00:08:00,11
668,368,36,-34,2019-04-28,05:15:00,
1940,1042,24,-6,2020-07-22,07:30:00,
1653,1100,33,-44,2019-04-21,05:18:00,
1121,1991,19,-40,2020-10-15,02:12:00,87
1374,1733,14,-7,2020-10-08,00:05:00,62
740,679,43,-17,2019-01-10,00:19:00,
1443,610,26,-27,2018-02-03,04:56:00,178
136,1697,38,-38,2019-06-19,03:41:00,
1715,1152,39,-5,2020-02-05,05:55:00,
1772,450,25,-45,2020-12-14,02:33:00,8
1141,1664,21,-25,2021-01-28,05:13:00,
184,1609,45,-32,2018-06-06,00:46:00,
1034,1427,21,-26,2019-06-27,05:12:00,
964,860,12,-37,2020-07-07,06:27:00,
270,1620,21,-25,2021-04-17,05:37:00,
791,1753,10,-18,2019-03-02,05:29:00,
233,1892,25,-29,2020-06-28,05:15:00,
1966,240,11,-34,2019-04-09,00:16:00,171
175,346,37,-41,2018-08-03,03:43:00,
381,943,15,-34,2019-06-17,00:40:00,
1713,342,12,-40,2019-08-11,03:20:00,
1276,1341,16,-39,2020-01-07,01:39:00,
1948,1991,31,-6,2020-07-05,04:13:00,198
1830,138,42,-31,2019-10-10,07:07:00,
477,832,33,-21,2018-04-16,05:19:00,
659,1409,43,-22,2019-08-13,06:02:00,62
498,1360,19,-40,2019-10-18,01:57:00,
294,592,10,-43,2018-03-29,02:55:00,
1742,648,42,-39,2021-06-27,00:15:00,
333,666,39,-10,2021-08-31,06:57:00,
1364,1146,25,-39,2019-02-02,06:28:00,
630,1042,37,-36,2018-10-18,06:03:00,148
118,1320,41,-8,2020-01-19,04:32:00,34
1517,313,24,-27,2021-09-06,03:01:00,
1404,262,11,-18,2018-08-26,06:52:00,
801,980,27,-26,2018-08-02,07:53:00,130
613,1482,23,-11,2018-03-09,01:17:00,
136,1451,32,-13,2020-11-15,06:08:00,89
366,1391,35,-5,2020-06-11,02:01:00,31
675,713,41,-18,2020-04-25,06:47:00,122
111,1849,39,-31,2020-12-21,05:58:00,
1341,527,27,-19,2021-06-17,01:00:00,
518,1212,14,-25,2021-01-22,01:06:00,
222,178,12,-16,2018-04-28,07:13:00,
869,355,35,-34,2019-05-30,00:42:00,
354,1454,24,-35,2021-06-29,00:12:00,
1000,1088,19,-11,2018-02-22,06:56:00,
733,1928,18,-41,2018-03-21,02:01:00,
1235,878,35,-9,2019-11-27,01:46:00,
1960,1211,34,-10,2021-07-06,05:35:00,150
284,1046,10,-34,2020-05-03,01:39:00,150
1009,1498,36,-25,2021-09-21,06:19:00,
449,1859,23,-36,2021-08-22,07:26:00,36
1476,1192,23,-41,2020-12-04,07:12:00,
635,1561,42,-42,2019-05-24,03:13:00,
1425,1878,41,-13,2018-10-11,05:17:00,31
1993,266,11,-21,2019-01-08,05:08:00,
602,503,11,-35,2021-02-28,07:38:00,
1207,238,12,-15,2018-12-20,06:14:00,
1788,1728,18,-12,2020-12-28,05:34:00,
1463,1026,30,-11,2019-11-18,05:52:00,
1448,1875,11,-21,2018-01-18,06:32:00,
1137,1212,13,-25,2020-10-31,07:58:00,
147,1695,44,-22,2020-01-14,04:59:00,168
1451,1806,34,-40,2018-11-02,05:16:00,
1413,572,38,-11,2021-10-18,06:23:00,53
1450,1775,39,-6,2018-08-17,04:29:00,
1822,444,38,-30,2019-10-30,06:01:00,147
1425,748,10,-30,2019-03-21,04:14:00,
1479,1828,14,-20,2018-01-20,04:06:00,
1935,274,19,-20,2018-09-01,00:03:00,
1729,841,27,-23,2019-08-22,00:11:00,
1747,859,12,-45,2019-03-30,03:23:00,
1046,1731,26,-41,2021-01-29,01:30:00,
1255,770,38,-35,2018-02-08,07:19:00,
712,769,10,-40,2018-07-31,06:22:00,
1470,506,14,-23,2019-06-11,04:20:00,
1021,467,33,-8,2019-03-19,03:13:00,73
558,925,43,-31,2019-04-04,03:59:00,
387,1699,40,-24,2021-04-17,04:05:00,193
666,1471,34,-22,2019-09-26,01:32:00,
774,1569,29,-31,2021-04-27,01:10:00,42
948,1658,31,-40,2019-10-02,05:51:00,
153,1211,39,-20,2021-04-14,07:07:00,
1745,1800,12,-28,2018-10-05,06:22:00,
1618,1304,43,-34,2018-01-04,03:20:00,
556,1888,25,-21,2019-09-21,05:15:00,
694,1377,26,-13,2019-07-17,01:04:00,
1273,769,13,-28,2019-04-02,04:31:00,
1798,1526,40,-24,2021-10-08,01:38:00,
1502,1870,11,-44,2020-11-18,07:15:00,
504,770,23,-7,2020-04-28,04:50:00,
1886,1507,40,-44,2020-10-14,01:38:00,59
1166,165,31,-22,2019-07-20,04:06:00,176
730,589,11,-39,2018-12-10,05:12:00,
606,297,13,-7,2021-10-09,02:00:00,
1973,1265,29,-44,2018-03-28,02:21:00,
1354,760,31,-44,2019-08-16,07:05:00,
309,1263,42,-30,2018-09-09,07:16:00,76
1158,1599,35,-12,2018-05-11,07:56:00,
1356,1781,40,-40,2021-02-23,07:00:00,
1572,411,42,-10,2021-06-15,03:35:00,134
156,1452,24,-39,2019-07-18,06:56:00,
1313,1637,43,-30,2020-09-25,06:03:00,90
1161,1422,18,-15,2019-03-23,02:38:00,187
763,1340,43,-7,2019-10-26,06:41:00,
838,794,13,-39,2019-11-10,06:21:00,
1346,777,14,-7,2020-07-21,07:18:00,83
1734,1042,21,-11,2021-01-09,03:43:00,
1277,1636,28,-13,2019-09-22,05:05:00,
1425,575,42,-42,2019-03-22,04:55:00,174
1677,137,17,-13,2020-01-11,06:42:00,156
870,1664,35,-26,2021-06-15,03:54:00,
147,1812,20,-26,2019-08-01,07:39:00,
675,1246,43,-16,2020-08-12,07:00:00,
1179,1766,41,-33,2019-03-07,06:23:00,
355,1181,43,-30,2019-02-13,04:04:00,
1153,843,36,-10,2018-08-16,06:31:00,
1206,1935,13,-8,2020-06-12,07:47:00,
658,351,28,-32,2019-08-21,07:18:00,
693,1148,11,-6,2020-03-19,01:46:00,85
508,1386,21,-29,2020-06-21,06:22:00,
366,1188,33,-31,2021-05-20,04:04:00,
201,582,27,-40,2021-06-24,04:20:00,
1463,149,13,-5,2018-09-16,07:57:00,
274,283,32,-29,2021-10-26,00:43:00,
930,1678,32,-5,2020-01-09,00:49:00,
1503,1243,25,-9,2018-04-09,01:44:00,
558,1916,32,-38,2019-08-24,04:27:00,84
274,1813,13,-33,2021-09-06,02:52:00,
1791,202,22,-36,2020-12-29,05:08:00,34
1921,1364,10,-42,2018-02-11,04:15:00,
1257,236,21,-29,2020-12-11,01:26:00,
1706,1251,44,-13,2020-07-01,03:15:00,
414,197,44,-30,2020-01-03,00:53:00,
959,1471,36,-8,2019-07-10,05:41:00,
1358,1512,37,-32,2018-09-10,04:09:00,23
636,287,38,-44,2018-05-22,04:12:00,181
401,1950,26,-34,2021-09-19,00:18:00,
108,495,34,-39,2021-06-29,06:35:00,
513,1812,28,-25,2019-05-17,06:48:00,
286,929,31,-28,2018-10-03,03:13:00,
1962,387,28,-19,2021-06-27,07:30:00,192
101,1193,19,-26,2019-11-20,03:47:00,
1213,1769,27,-43,2019-07-19,06:36:00,
722,783,29,-6,2018-10-15,00:59:00,
592,1884,26,-31,2018-01-12,02:05:00,
812,1718,14,-7,2021-06-03,03:18:00,
1216,949,17,-12,2020-05-03,05:03:00,
1995,561,15,-24,2019-12-24,06:24:00,60
985,947,24,-18,2018-04-17,04:43:00,46
1374,1842,39,-44,2019-10-10,05:16:00,
1813,912,16,-43,2020-06-01,00:48:00,
2003,1281,43,-32,2021-09-17,00:24:00,
1409,464,30,-8,2019-11-04,03:00:00,
791,1439,40,-10,2018-09-24,05:50:00,
533,1336,23,-21,2021-09-14,06:34:00,
117,320,32,-17,2018-01-12,00:52:00,
127,274,21,-43,2020-08-19,04:31:00,
933,680,25,-27,2019-05-21,06:39:00,
1139,685,45,-30,2019-02-21,05:44:00,137
531,1026,22,-30,2021-01-03,06:30:00,
660,1385,29,-28,2021-06-29,01:57:00,
231,1065,17,-30,2019-09-06,00:12:00,
1642,807,13,-8,2018-07-17,07:26:00,
392,1724,17,-24,2020-02-20,03:10:00,
755,463,45,-24,2019-06-12,00:00:00,
1325,702,39,-35,2019-12-09,00:33:00,
513,560,12,-22,2018-05-10,02:43:00,
1724,1628,22,-8,2021-10-17,06:13:00,
1312,1038,22,-41,2020-03-22,03:07:00,70
1129,828,43,-13,2020-01-08,00:21:00,
1062,273,32,-26,2019-02-19,05:21:00,
1897,1655,26,-9,2020-07-02,02:27:00,
1646,1100,42,-21,2021-04-17,02:25:00,
389,1287,26,-42,2020-12-09,02:56:00,
597,1818,45,-42,2019-04-12,04:12:00,
787,668,18,-12,2019-11-11,00:29:00,
1990,1002,16,-25,2018-12-12,03:31:00,
1843,966,35,-30,2021-08-02,04:08:00,
303,1398,13,-45,2019-06-11,01:13:00,
1911,1584,18,-22,2019-12-09,05:42:00,
1608,623,29,-24,2019-02-05,01:22:00,
1054,1991,42,-13,2020-09-07,03:30:00,
891,1326,26,-6,2021-08-17,07:53:00,
635,1696,13,-33,2019-05-08,03:13:00,
1320,183,27,-10,2018-02-18,05:28:00,
1107,746,16,-37,2020-10-09,06:44:00,
1636,1135,20,-25,2018-09-27,00:45:00,
334,1953,33,-12,2021-05-24,03:38:00,
2000,277,13,-33,2018-09-23,04:37:00,
626,627,34,-11,2018-06-24,04:03:00,
1390,316,16,-34,2019-03-10,02:49:00,
583,1555,16,-40,2020-11-05,02:31:00,
897,1089,12,-23,2019-05-03,04:30:00,
757,1595,22,-33,2021-03-07,02:12:00,89
261,171,45,-45,2019-05-26,03:02:00,61
1105,743,30,-34,2020-03-16,02:50:00,
1917,1428,43,-32,2018-04-26,04:13:00,
1780,123,13,-16,2021-08-19,03:44:00,
1500,1487,14,-22,2018-08-08,02:01:00,
402,1176,10,-15,2020-03-30,00:07:00,
1908,1033,19,-32,2021-08-28,01:35:00,6
1007,364,26,-43,2018-08-26,06:19:00,53
1329,157,31,-14,2019-04-16,04:36:00,
677,156,13,-19,2021-01-10,07:49:00,53
1147,1150,27,-30,2020-01-01,04:05:00,181
701,1258,17,-22,2018-07-08,01:29:00,
303,1394,26,-8,2021-05-18,03:17:00,
1021,958,40,-14,2020-01-31,06:18:00,174
572,1685,34,-9,2020-05-25,02:47:00,
998,1940,29,-16,2021-07-08,06:22:00,
905,709,16,-18,2020-10-16,05:39:00,
1719,1911,17,-14,2020-06-04,02:02:00,
1505,901,10,-20,2018-07-29,04:45:00,124
102,1193,26,-41,2018-02-27,02:22:00,10
1459,352,40,-32,2020-03-21,00:30:00,
380,829,42,-14,2018-05-06,00:57:00,
207,1026,21,-30,2020-07-16,04:08:00,
1231,1627,35,-39,2021-08-16,01:37:00,128
1553,426,37,-26,2019-03-07,07:01:00,133
1457,119,29,-33,2018-05-30,05:05:00,58
1758,418,10,-35,2020-12-16,03:47:00,
634,1421,24,-26,2018-02-07,04:08:00,
464,1580,20,-5,2021-10-11,01:29:00,
1646,1233,23,-6,2018-05-09,00:37:00,
1721,1225,45,-42,2018-08-19,02:20:00,
602,1627,20,-19,2019-11-09,04:58:00,45
1175,123,30,-16,2021-06-05,04:22:00,
766,1214,27,-30,2018-01-27,02:22:00,
1930,1391,36,-24,2020-07-25,01:45:00,
1157,1317,45,-34,2021-05-15,03:13:00,112
469,645,39,-21,2021-09-09,04:21:00,
1345,636,26,-23,2019-12-25,02:08:00,163
815,350,41,-35,2020-02-10,06:49:00,
458,868,36,-38,2018-09-19,06:19:00,
1384,706,16,-41,2018-05-24,02:47:00,
835,406,38,-39,2020-12-22,01:11:00,114
1611,1584,44,-9,2018-07-18,07:08:00,
1824,1840,38,-5,2019-05-31,00:58:00,
1025,888,25,-5,2020-01-31,00:30:00,15
919,605,38,-16,2021-04-04,03:14:00,
1186,248,37,-10,2018-01-15,00:26:00,
828,687,29,-5,2018-06-27,05:41:00,
478,1058,26,-31,2019-03-26,00:30:00,
501,1611,39,-25,2021-04-11,07:48:00,
202,1975,12,-27,2021-06-05,05:24:00,
658,444,42,-34,2019-03-17,01:59:00,
763,323,37,-7,2019-11-24,04:57:00,
1497,1782,39,-44,2018-04-26,01:27:00,
1257,549,22,-17,2018-03-27,00:17:00,
981,1575,38,-45,2018-05-31,06:38:00,
1276,759,39,-18,2021-04-26,03:36:00,
174,1386,26,-23,2019-02-05,00:29:00,
1700,1552,38,-40,2019-05-27,05:20:00,154
129,1472,22,-41,2020-01-15,03:40:00,
101,1384,43,-27,2019-01-16,06:50:00,
1492,1364,35,-36,2021-04-20,05:56:00,
875,941,45,-31,2020-08-23,00:05:00,16
582,654,14,-19,2021-03-31,03:21:00,
794,1514,45,-42,2018-07-19,02:26:00,174
1107,1708,18,-38,2021-04-11,06:18:00,
1198,1259,43,-5,2019-01-27,02:05:00,
113,305,36,-33,2020-07-04,04:56:00,
882,359,21,-36,2019-12-27,07:00:00,
1385,742,41,-43,2020-09-19,02:25:00,
389,1815,13,-40,2021-04-29,01:11:00,93
1467,1260,20,-12,2019-08-07,03:10:00,
1541,676,20,-33,2021-02-15,02:27:00,185
331,1133,16,-39,2018-09-10,06:30:00,
1490,877,38,-15,2019-11-10,02:24:00,
1402,1791,10,-44,2019-04-30,04:58:00,
480,833,30,-16,2019-09-04,03:57:00,
1221,412,40,-38,2019-02-07,01:21:00,
1987,1816,34,-43,2021-10-06,01:57:00,
1117,1952,16,-42,2019-07-03,02:06:00,126
213,1461,32,-37,2020-01-09,00:14:00,150
456,506,15,-35,2021-02-26,06:16:00,161
1787,1250,13,-45,2019-10-15,02:37:00,
1414,957,36,-42,2020-04-01,05:48:00,
1643,222,33,-33,2020-03-31,05:28:00,29
970,1369,23,-36,2018-09-24,02:32:00,
1015,1843,14,-25,2021-07-02,04:36:00,
1012,1771,41,-40,2021-05-16,01:28:00,
1688,376,12,-15,2020-05-24,06:56:00,
1628,1342,28,-38,2018-02-22,07:09:00,
808,652,44,-17,2018-10-07,03:04:00,144
1993,1058,13,-23,2020-10-25,04:01:00,
938,159,11,-37,2019-10-24,03:01:00,
1081,1524,11,-6,2018-11-09,07:08:00,137
1179,1197,24,-36,2019-05-08,01:32:00,
1961,1542,33,-35,2019-04-23,04:18:00,
587,1830,45,-36,2018-01-27,02:10:00,
1979,1231,33,-17,2020-02-25,05:55:00,
1479,1017,37,-41,2018-06-12,07:33:00,
1843,1484,16,-38,2019-10-27,00:54:00,
665,840,30,-6,2018-08-31,00:36:00,
831,1007,23,-28,2019-10-07,04:26:00,
939,1370,32,-25,2019-03-06,06:35:00,
1911,540,44,-25,2019-02-02,02:48:00,
1112,1894,12,-20,2020-04-17,02:41:00,
880,1690,35,-28,2019-08-03,00:20:00,
902,1314,21,-37,2019-05-12,07:37:00,
753,191,31,-6,2021-09-21,05:25:00,
1211,771,40,-8,2019-12-22,05:07:00,
822,1661,21,-11,2019-02-20,01:29:00,
975,217,30,-29,2019-03-01,06:43:00,
750,299,31,-43,2018-01-10,03:27:00,21
1038,1391,22,-20,2018-05-31,00:51:00,126
316,1150,21,-32,2018-02-16,03:17:00,
1890,964,41,-20,2018-02-27,06:08:00,
358,1231,12,-40,2020-07-01,03:08:00,
1836,1334,28,-21,2019-06-12,01:48:00,
1894,649,40,-41,2018-01-19,03:03:00,
327,617,15,-23,2018-08-07,03:50:00,
1139,1720,11,-41,2020-07-28,00:29:00,
1377,1628,14,-5,2021-05-19,01:59:00,
1201,477,44,-41,2018-07-09,03:33:00,
1262,814,13,-29,2019-02-10,05:37:00,
1390,632,44,-13,2019-02-06,03:24:00,
550,1385,34,-19,2021-08-18,01:59:00,
937,1958,27,-9,2018-09-08,00:48:00,94
786,976,32,-28,2019-03-25,02:21:00,
334,202,45,-38,2018-08-02,04:17:00,53
1379,769,40,-7,2020-01-01,00:59:00,
127,368,35,-11,2020-02-26,04:44:00,
1170,1979,27,-38,2021-04-20,07:07:00,50
493,621,28,-35,2021-09-18,02:33:00,
1736,306,32,-36,2018-04-10,01:48:00,
1215,1280,12,-10,2021-01-02,07:07:00,65
1049,815,13,-40,2018-02-11,06:38:00,
1076,550,45,-26,2021-09-22,06:10:00,76
277,613,31,-14,2018-12-21,01:49:00,
481,1064,15,-42,2018-05-10,03:51:00,59
257,1251,37,-44,2019-03-31,05:38:00,
1699,1750,34,-15,2019-05-23,02:15:00,189
997,1160,44,-28,2020-02-01,06:05:00,
226,1385,39,-45,2020-09-03,01:33:00,
1232,546,12,-40,2020-02-11,07:37:00,
820,315,39,-8,2018-02-04,05:10:00,
328,1037,36,-14,2020-01-23,03:54:00,
1810,1618,12,-41,2020-09-07,03:22:00,
628,1535,22,-14,2020-01-15,03:40:00,
890,1641,32,-44,2019-08-23,01:33:00,
1911,638,13,-42,2021-04-12,07:57:00,
689,259,40,-14,2021-07-10,00:50:00,193
189,213,40,-19,2019-05-19,03:57:00,79
1609,713,13,-25,2018-08-25,07:36:00,
